declarationYear,stateName,city,after_2020_only,total_approved_Ihp_amount,total_approved_fema_assistance,incidentBeginDate
2020,California                    ,"Upland, California",No,4106.5,1.0,2020-09-04
2020,California                    ,"Walnut, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Walnut, California",No,315.98,1.0,2025-01-07
2020,California                    ,"West Covina, California",No,,,2020-08-14
2020,California                    ,"West Covina, California",No,0.0,0.0,2020-09-04
2025,California                    ,"West Covina, California",No,5662.0,2.0,2025-01-07
2020,California                    ,"West Covina, California",No,0.0,0.0,2020-09-04
2025,California                    ,"West Covina, California",No,0.0,0.0,2025-01-07
2020,California                    ,"West Covina, California",No,,,2020-08-14
2020,California                    ,"West Covina, California",No,0.0,0.0,2020-09-04
2025,California                    ,"West Covina, California",No,0.0,0.0,2025-01-07
2018,California                    ,"Alhambra, California",No,,,2017-12-04
2020,California                    ,"Alhambra, California",No,0.0,0.0,2020-09-04
2025,California                    ,"Alhambra, California",No,18720.86,15.0,2025-01-07
2025,California                    ,"Alhambra, California",Yes,,,2025-01-07
2020,California                    ,"Alhambra, California",Yes,0.0,0.0,2020-09-04
2025,California                    ,"Alhambra, California",Yes,2565.14,3.0,2025-01-07
2007,California                    ,"Alpine, California",No,,,2007-10-21
2020,California                    ,"Alpine, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Bonita, California",No,,,2007-10-21
2020,California                    ,"Bonita, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Boulevard, California",No,,,2007-10-21
2007,California                    ,"Campo, California",No,,,2007-10-21
2020,California                    ,"Campo, California",No,,,2020-09-04
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2020,California                    ,"Chula Vista, California",No,,,2020-08-14
2020,California                    ,"Chula Vista, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2018,California                    ,"Chula Vista, California",No,0.0,0.0,2017-12-04
2020,California                    ,"Chula Vista, California",No,,,2020-08-14
2020,California                    ,"Chula Vista, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2020,California                    ,"Chula Vista, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2020,California                    ,"Chula Vista, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2020,California                    ,"Chula Vista, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Descanso, California",No,,,2007-10-21
2020,California                    ,"Descanso, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Dulzura, California",No,,,2007-10-21
2020,California                    ,"Dulzura, California",No,,,2020-08-14
2020,California                    ,"Dulzura, California",No,,,2020-09-04
2007,California                    ,"Guatay, California",No,,,2007-10-21
2020,California                    ,"Imperial Beach, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Jamul, California",No,,,2007-10-21
2020,California                    ,"Jamul, California",No,39490.35,3.0,2020-09-04
2007,California                    ,"La Mesa, California",No,,,2007-10-21
2020,California                    ,"La Mesa, California",No,,,2020-08-14
2020,California                    ,"La Mesa, California",No,0.0,0.0,2020-09-04
2007,California                    ,"La Mesa, California",No,,,2007-10-21
2020,California                    ,"La Mesa, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Lemon Grove, California",No,,,2007-10-21
2020,California                    ,"Lemon Grove, California",No,5273.58,1.0,2020-09-04
2020,California                    ,"National City, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Pine Valley, California",No,,,2007-10-21
2020,California                    ,"Pine Valley, California",No,,,2020-09-04
2007,California                    ,"Potrero, California",No,,,2007-10-21
2007,California                    ,"Spring Valley, California",No,,,2007-10-21
2020,California                    ,"Spring Valley, California",No,,,2020-08-14
2020,California                    ,"Spring Valley, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Spring Valley, California",No,,,2007-10-21
2020,California                    ,"Spring Valley, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Tecate, California",No,,,2007-10-21
2007,California                    ,"Bonsall, California",No,,,2007-10-21
2018,California                    ,"Bonsall, California",No,146298.05,15.0,2017-12-04
2020,California                    ,"Bonsall, California",No,,,2020-09-04
2007,California                    ,"Borrego Springs, California",No,,,2007-10-21
2007,California                    ,"Cardiff By The Sea, California",No,,,2007-10-21
2020,California                    ,"Cardiff By The Sea, California",No,,,2020-09-04
2007,California                    ,"Carlsbad, California",No,,,2007-10-21
2020,California                    ,"Carlsbad, California",No,,,2020-08-14
2020,California                    ,"Carlsbad, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Carlsbad, California",No,,,2007-10-21
2018,California                    ,"Carlsbad, California",No,,,2017-12-04
2020,California                    ,"Carlsbad, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Carlsbad, California",No,,,2007-10-21
2020,California                    ,"Carlsbad, California",No,,,2020-09-04
2007,California                    ,"Carlsbad, California",No,,,2007-10-21
2020,California                    ,"Carlsbad, California",No,,,2020-09-04
2007,California                    ,"Del Mar, California",No,,,2007-10-21
2018,California                    ,"Del Mar, California",No,,,2017-12-04
2018,California                    ,"Del Mar, California",No,,,2018-11-08
2020,California                    ,"Del Mar, California",No,0.0,0.0,2020-09-04
2007,California                    ,"El Cajon, California",No,,,2007-10-21
2020,California                    ,"El Cajon, California",No,0.0,0.0,2020-09-04
2007,California                    ,"El Cajon, California",No,,,2007-10-21
2018,California                    ,"El Cajon, California",No,,,2017-12-04
2020,California                    ,"El Cajon, California",No,0.0,0.0,2020-09-04
2007,California                    ,"El Cajon, California",No,,,2007-10-21
2020,California                    ,"El Cajon, California",No,4734.38,1.0,2020-09-04
2007,California                    ,"Encinitas, California",No,,,2007-10-21
2018,California                    ,"Encinitas, California",No,0.0,0.0,2017-12-04
2020,California                    ,"Encinitas, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Escondido, California",No,,,2007-10-21
2018,California                    ,"Escondido, California",No,0.0,0.0,2017-12-04
2020,California                    ,"Escondido, California",No,5029.19,1.0,2020-09-04
2007,California                    ,"Escondido, California",No,,,2007-10-21
2018,California                    ,"Escondido, California",No,,,2017-12-04
2020,California                    ,"Escondido, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Escondido, California",No,,,2007-10-21
2018,California                    ,"Escondido, California",No,,,2017-12-04
2020,California                    ,"Escondido, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Fallbrook, California",No,,,2007-10-21
2018,California                    ,"Fallbrook, California",No,267120.23,16.0,2017-12-04
2020,California                    ,"Fallbrook, California",No,,,2020-08-14
2020,California                    ,"Fallbrook, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Escondido, California",No,,,2007-10-21
2020,California                    ,"Escondido, California",No,6568.0,2.0,2020-09-04
2007,California                    ,"Julian, California",No,,,2007-10-21
2020,California                    ,"Julian, California",No,,,2020-09-04
2007,California                    ,"La Jolla, California",No,,,2007-10-21
2020,California                    ,"La Jolla, California",No,,,2020-08-14
2020,California                    ,"La Jolla, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Lakeside, California",No,,,2007-10-21
2018,California                    ,"Lakeside, California",No,,,2017-12-04
2020,California                    ,"Lakeside, California",No,,,2020-08-14
2020,California                    ,"Lakeside, California",No,0.0,0.0,2020-09-04
2007,California                    ,"Oceanside, California",No,,,2007-10-21
2020,California                    ,"Oceanside, California",No,0.0,0.0,2020-09-04
2021,California                    ,"Oceanside, California",No,,,2021-07-14
2007,California                    ,"Oceanside, California",No,,,2007-10-21
2020,California                    ,"Oceanside, California",No,0.0,0.0,2020-09-04
2021,California                    ,"Oceanside, California",No,,,2021-07-14
